Registration Type,Corporation Name,Trade Name,Business Address,Business Address2,City,State,Zip,Phone Number,# ASE Certified Mechanics,Tow Storage Address ,Tow Storage 2,Tow Storage City,Tow Storage State,Tow Storage Zip,Tow Storage Phone,Issue Date,Expiration,Registration No.,Location
Sole Proprietorship,,Bartex Automotive,7406 Westmore Road,,Rockville,MD,20850,(301) 762-5406,0,,,,,,,06/28/1996,06/28/1997,96-MT-000624,"7406 Westmore Road
Rockville, MD 20850
(39.099398, -77.151747)"
Corporation,"Advance Diagnostic Services, Inc.",Master-Tech,8027 SNOUFFER SCHOOL RD,SUITE F,GAITHERSBURG,MD,20879,(301) 208-9399,0,,,,,,,08/17/2022,08/17/2025,16-MT-000091,"8027 SNOUFFER SCHOOL RD
GAITHERSBURG, MD 20879
(39.160403, -77.162234)"
Corporation,"Dent Wizard International, Corp.",Dent Wizard  International,5530 Randolph Road,,Rockville,MD,,(301) 881-0770,0,,,,,,,10/27/2004,09/24/2007,04-MT-000174,"5530 Randolph Road
Rockville, MD
(39.053305, -77.111912)"
Corporation,"Grace Towing and Recovery, LLC",Grace Towing and Recovery,8001 Beechcraft Avenue,,Gaithersburg,MD,20855,(240) 477-7191,0,8001 Beechcraft Avenue,,Gaithersburg,MD,20855,(240) 477-7191,11/30/2022,11/30/2025,21-MT-011945,"8001 Beechcraft Avenue
Gaithersburg, MD 20855
(39.16485, -77.16339)"
Sole Proprietorship,,MVP Automotive Services,1100 Parrs Ridge Drive,,Spencerville,MD,20868,(240) 432-2127,1,,,,,,,03/29/2021,03/29/2022,21-MT-007574,"1100 Parrs Ridge Drive
Spencerville, MD 20868
(39.121101, -76.984189)"
Sole Proprietorship,,S.T. Towing,10 Autumn Hill Way,,Gaithersburg,MD,20877,(301) 367-2325,0,,,,,,,11/16/1995,11/16/1998,95-MT-000319,"10 Autumn Hill Way
Gaithersburg, MD 20877
(39.132357, -77.205179)"
Corporation,"Bridgestone Retail Operations, LLC",Tires Plus,861 Russell Avenue,,Gaithersburg,MD,,(301) 948-1090,1,,,,,,,03/02/2017,03/02/2020,17-MT-001988,"861 Russell Avenue
Gaithersburg, MD
(39.156728, -77.212005)"
Sole Proprietorship,,American Towing,5731 Tuxedo Road,,Hyattsville,MD,20781,(301) 773-8606,0,,,,,,,03/18/2000,03/18/2003,00-MT-001118,"5731 Tuxedo Road
Hyattsville, MD 20781
(38.917469, -76.921632)"
Corporation,"Jacob's Autorama, Inc.",Jacob's Autorama,107 N. Stonestreet Avenue,,Rockville,MD,20850,(301) 340-1488,3,,,,,,,08/16/2017,08/16/2020,17-MT-000097,"107 N. Stonestreet Avenue
Rockville, MD 20850
(39.086095, -77.147163)"
Sole Proprietorship,,Amazona Towing Service,18625 Mooney Drive,,Gaithersburg,MD,20879,(301) 760-8327,0,,,,,,,01/31/2016,01/31/2019,16-MT-001949,"18625 Mooney Drive
Gaithersburg, MD 20879
(39.162537, -77.165406)"
Sole Proprietorship,,Alliance Towing,4101 Sandy Spring Road,,Burtonsville,MD,20866,(301) 301-9370,0,,,,,,,12/28/1999,12/28/2002,99-MT-001049,"4101 Sandy Spring Road
Burtonsville, MD 20866
(39.111298, -76.926928)"
Corporation,EEC Car Specialist Inc.,EEC Car Specialist Inc.,12300 Carroll Avenue,,Rockville,MD,,(301) 468-0611,0,,,,,,,07/12/1992,07/12/1995,92-MT-000236,"12300 Carroll Avenue
Rockville, MD
(39.058191, -77.114039)"
Sole Proprietorship,,Jay's Auto Service,"7408 Westmore Road, Bay A",,Rockville,MD,20850,(301) 309-1611,0,,,,,,,10/25/2003,10/25/2006,03-MT-001773,"7408 Westmore Road, Bay A
Rockville, MD 20850
(39.099398, -77.151747)"
Corporation,Auto Repair USA,Auto Repair USA,4271 Howard Ave,,Kensington,MD,,(202) 237-5596,0,,,,,,,05/21/2014,05/21/2017,14-MT-002053,"4271 Howard Ave
Kensington, MD
(39.031291, -77.084047)"
Corporation,"Euro Werkes, Inc.",Euro Werkes Imports,716 East Gude Drive,,Rockville,MD,,(301) 762-1200,0,,,,,,,02/27/2016,02/27/2019,16-MT-000207,"716 East Gude Drive
Rockville, MD
(39.102965, -77.142299)"
Sole Proprietorship,,Auto Truck Equipment Repair,8701 Snouffer School Road,,Gaithersburg,MD,20879,(301) 590-7490,0,,,,,,,02/10/1999,01/26/2000,99-MT-001056,"8701 Snouffer School Road
Gaithersburg, MD 20879
(39.175049, -77.178757)"
Sole Proprietorship,,J. V. J Towing,13102 Marigold Lane,,Silver Spring,MD,20906,(240) 876-7888,0,13102 Marigold Lane,,Silver Spring,Maryland,20906-,(240) 876-7888,05/01/2017,05/01/2020,17-MT-001329,"13102 Marigold Lane
Silver Spring, MD 20906
(39.070499, -77.043317)"
Corporation,"Alleycat Towing & Recovery, Inc.",Alley Cat Towing & Recovery,5110 Buchanan Street,,Hyattsville,MD,20781,(301) 864-0323,0,5110 Buchanan Street,,Hyattsville,MD,20781,(301) 864-0323,01/17/2023,01/17/2026,00-MT-000920,"5110 Buchanan Street
Hyattsville, MD 20781
(38.94569, -76.93224)"
Corporation,"Tire Depot, Inc.",B-Z Auto Center,15520 Georgia Avenue,,Rockville,MD,,(301) 260-2121,0,,,,,,,04/09/2004,02/22/2006,04-MT-001294,"15520 Georgia Avenue
Rockville, MD
(39.110862, -77.076206)"
Corporation,Environmental Research & Dev. Corp.,Environmental Research & Dev. Corp.,8557 Atlas Drive,,Gaithersburg,MD,,(301) 921-0066,0,,,,,,,03/05/1994,03/05/1997,94-MT-000125,"8557 Atlas Drive
Gaithersburg, MD
(39.129678, -77.176017)"
Sole Proprietorship,,Gaby's Windshield Glass,537 Summit Hall Road,,Gaithersburg,MD,20877,(240) 888-0572,0,,,,,,,09/12/2007,09/12/2010,07-MT-001306,"537 Summit Hall Road
Gaithersburg, MD 20877
(39.126776, -77.197809)"
Corporation,Montrose Garage Auto Service Inc,Montrose Garage,5451 Randolph Road,Unit A,Rockville,MD,20852,(301) 603-2920,0,,,,,,,02/19/2023,02/19/2026,19-MT-002620,"5451 Randolph Road
Rockville, MD 20852
(39.05373, -77.1082)"
Corporation,"Rockville Cars, LLC",BMW of Rockville,1450 Rockville Pike,,Rockville,MD,20852,(877) 809-5768,0,,,,,,,07/10/2021,07/10/2024,20-MT-004178,"1450 Rockville Pike
Rockville, MD 20852
(39.06619, -77.127479)"
Sole Proprietorship,,LED Towing,15814 Paramount Drive,,Rockville,MD,20855,(301) 556-8006,0,15815 Paramount Drive,,Rockville,MD,20855-,,03/07/2018,03/07/2021,18-MT-002082,"15814 Paramount Drive
Rockville, MD 20855
(39.115679, -77.162695)"
Sole Proprietorship,,Layhill Auto Repair,2201 Belpre Road,,Silver Spring,MD,20906,(301) 871-1117,0,,,,,,,12/08/2009,12/08/2010,09-MT-001196,"2201 Belpre Road
Silver Spring, MD 20906
(39.090516, -77.046475)"
Corporation,"Aspen Hill Services, Inc.",Aspen Hill Sunoco,14031 Georgia Avenue,,Silver Spring,MD,20906,(240) 242-4026,0,,,,,,,03/17/2023,03/17/2026,17-MT-001416,"14031 Georgia Avenue
Silver Spring, MD 20906
(39.08495, -77.0779)"
Corporation,"C & G Ventures, Inc.",Halpine Amoco,1910 Rockville Pike,,Rockville,MD,,(301) 881-8646,2,,,,,,,01/28/1999,01/14/2002,99-MT-000891,"1910 Rockville Pike
Rockville, MD
(39.058221, -77.120768)"
Corporation,"Jim Coleman Automotive of Silver Spring, LLC",Kia of Silver Spring,3221 Automobile Blvd.,,Silver Spring,MD,,(301) 890-2800,0,,,,,,,10/13/2015,10/13/2018,15-MT-001850,"3221 Automobile Blvd.
Silver Spring, MD
(39.079316, -76.946803)"
Corporation,Monro Muffler and Brake,Curry's Auto Service,457 N Frederick Avenue,,Gaithersburg,MD,20877,(845) 356-8390,0,,,,,,,08/23/2018,08/23/2021,14-MT-002065,"457 N Frederick Avenue
Gaithersburg, MD 20877
(39.148253, -77.206683)"
Corporation,"Woodmoor Shell, Inc.",Woodmoor Shell,10144 Colesville Road,,Silver Spring,MD,,(301) 593-5471,0,,,,,,,09/12/2009,09/12/2012,09-MT-001757,"10144 Colesville Road
Silver Spring, MD
(39.021371, -77.012151)"
Sole Proprietorship,,John's Towing Service,816 Pheasant Run Drive,,Gaithersburg,MD,20878,(301) 330-1614,0,,,,,,,05/15/1995,05/15/1998,95-MT-001868,"816 Pheasant Run Drive
Gaithersburg, MD 20878
(39.145183, -77.234136)"
Corporation,"Hill & Sanders Ford, Inc.","Hill & Sanders Ford, Inc.",11250 Veirs Mill Road,,Wheaton,MD,,(301) 949-4060,0,,,,,,,01/15/2003,11/08/2005,03-MT-000431,"11250 Veirs Mill Road
Wheaton, MD
(39.040885, -77.057227)"
Partnership,,Bay State Towing & Recovery,,,,,,,0,,,,,,,10/02/2007,10/02/2010,07-MT-001594,
Corporation,"Nationwide Tire & Auto of Rockville, Inc.",NTA of Rockville Mobil,890 Rockville Pike,,Rockville,MD,,(301) 296-6689,0,,,,,,,01/18/2017,01/18/2020,17-MT-002130,"890 Rockville Pike
Rockville, MD
(39.074642, -77.13584)"
Corporation,"All Pro Auto Body, Inc.",All Pro Auto Body,4336 Montgomery Avenue,,Bethesda,MD,,(301) 787-2918,0,,,,,,,11/01/2001,11/01/2002,01-MT-001274,"4336 Montgomery Avenue
Bethesda, MD
(38.984396, -77.088733)"
Corporation,"Prestige Auto Body, Inc.","Prestige Auto Body, Inc.",928 Philadelphia Avenue,,Silver Spring,MD,,(301) 578-8779,0,,,,,,,04/14/2006,04/14/2009,06-MT-001448,"928 Philadelphia Avenue
Silver Spring, MD
(38.989227, -77.025416)"
Corporation,"CWP, Inc.",Flower Hill Liberty,18267 Flower Hill Way,,Gaithersburg,MD,20879,(240) 686-6613,0,,,,,,,06/22/2022,06/22/2025,16-MT-000070,"18267 Flower Hill Way
Gaithersburg, MD 20879
(39.155835, -77.165002)"
Corporation,"National Glass Tinting, Inc.",National Glass Tinting Inc.,12160 Parklawn Drive,,Rockville,MD,,(301) 231-7011,0,,,,,,,06/28/1994,06/28/1997,94-MT-000985,"12160 Parklawn Drive
Rockville, MD
(39.056915, -77.109733)"
Corporation,"Herb Gordon Auto Group, Inc.",Herb Gordon Nissan,3131 Automobile Blvd,,Silver Spring,MD,20904,(301) 890-8200,0,,,,,,,04/16/2019,04/16/2022,15-MT-000816,"3131 Automobile Blvd
Silver Spring, MD 20904
(39.077813, -76.948045)"
Sole Proprietorship,,T.L. Towing,14700 Southlawn Lane,,Rockville,MD,20850,(301) 838-1919,0,,,,,,,05/24/2002,05/24/2003,02-MT-001775,"14700 Southlawn Lane
Rockville, MD 20850
(39.096689, -77.137889)"
Corporation,"Parking Management Enforcement, LLC",PME Towing,15816-I Paramount Drive,,Rockville,MD,,(301) 990-7151,0,15816-I Paramount Drive,,Rockville,Maryland,20850-,,09/10/2011,09/10/2014,11-MT-001646,"15816-I Paramount Drive
Rockville, MD
(39.115687, -77.16269)"
Partnership,,Farco Towing Service,,,,,,,0,,,,,,,10/21/1995,10/21/1998,95-MT-001894,
Sole Proprietorship,,A & J Towing,55 Derwood Circle,,Rockville,MD,20850,(301) 774-8174,0,55 Derwood Circle,,Rockville,MD,20850-,(301) 774-8174,08/25/2002,08/25/2005,02-MT-001029,"55 Derwood Circle
Rockville, MD 20850
(39.10539, -77.154112)"
Corporation,"Car Toyz 2, LLC","Car Toyz 2, LLC",14803 E. Southlawn Lane,,Rockville,MD,,(240) 848-1958,0,,,,,,,05/08/2007,05/08/2008,07-MT-001632,"14803 E. Southlawn Lane
Rockville, MD
(39.098653, -77.136229)"
Corporation,Gaithersburg Enterprises Inc,Goshen Sunoco,20050 Goshen Road,,Gaithersburg,MD,20879,(301) 977-3200,0,,,,,,,11/05/2020,11/05/2021,20-MT-005367,"20050 Goshen Road
Gaithersburg, MD 20879
(39.187149, -77.187015)"
Corporation,"Topshop Towing, Inc.",Topshop Towing,4011-A Sandy Spring Road,,Burtonsville,MD,,(301) 595-5185,0,,,,,,,11/18/1999,10/21/2002,99-MT-001043,"4011-A Sandy Spring Road
Burtonsville, MD
(39.111417, -76.927487)"
Corporation,2 Stef Corporation,Westbard Texaco,5335 Westbard Avenue,,Bethesda,MD,,(301) 654-8727,1,,,,,,,12/13/2003,11/16/2006,03-MT-001079,"5335 Westbard Avenue
Bethesda, MD
(38.962658, -77.106335)"
Corporation,"Happy Motors, Inc.","Happy Motors, Inc.",647-L Lofstrand Lane,,Rockville,MD,,(301) 762-2277,0,,,,,,,09/01/1999,09/01/2002,99-MT-001086,"647-L Lofstrand Lane
Rockville, MD
(39.093959, -77.138251)"
Corporation,"Autocool & MM, Inc.",Kensington Services Center,3794 Howard Avenue,,Kensington,MD,,(301) 946-0777,3,,,,,,,12/18/2015,12/18/2018,15-MT-002085,"3794 Howard Avenue
Kensington, MD
(39.027911, -77.074352)"
Sole Proprietorship,,R & D Towing,"1505 Hampshire West Court, #11",,Silver Spring,MD,20903,(301) 237-7339,0,,,,,,,03/13/1998,03/13/2001,98-MT-000732,"1505 Hampshire West Court, #11
Silver Spring, MD 20903
(39.008516, -76.981473)"
Corporation,"A. L. Smith Glass Co., Inc.","A. L. Smith Glass Co., Inc.",8005 Cessna Avenue,,Gaithersburg,MD,,(301) 840-0898,0,,,,,,,08/05/1994,05/08/1997,94-MT-000049,"8005 Cessna Avenue
Gaithersburg, MD
(39.172882, -77.16328)"
Corporation,All Towing Service LLC,All Towing Service LLC,15814-C Paramount Dr.,,Rockville,MD,20855,(240) 528-1171,0,15814-C Paramount Dr.,,Rockville,MD,20855,(240) 528-1171,08/15/2019,08/15/2022,18-MT-002225,"15814-C Paramount Dr.
Rockville, MD 20855
(39.115679, -77.162695)"
Corporation,"Bell Atlantic Mobile, Inc.",Bell Atlantic Mobile,472 N. Frederick Avenue,,Gaithersburg,MD,,(301) 212-9800,0,,,,,,,06/15/1999,06/15/2002,99-MT-000578,"472 N. Frederick Avenue
Gaithersburg, MD
(39.148525, -77.207235)"
Corporation,"Dement, Inc.",Wilson's Auto Service,16900 Oakmont Avenue,,Gaithersburg,MD,,(301) 926-7330,0,,,,,,,05/22/2003,04/29/2003,03-MT-001806,"16900 Oakmont Avenue
Gaithersburg, MD
(39.133097, -77.175444)"
Sole Proprietorship,,Deluxe Cleaning Services,17733 Larchmont Terrace,,Gaithersburg,MD,20877,(301) 921-6342,0,,,,,,,04/20/1996,04/20/1999,96-MT-000566,"17733 Larchmont Terrace
Gaithersburg, MD 20877
(39.147419, -77.172591)"
Corporation,"Byrnes Auto, Inc.",Four Corner's Auto Service,112 University Blvd. West,,Silver Spring,MD,,(301) 593-5137,1,,,,,,,03/25/2009,03/25/2012,09-MT-001679,"112 University Blvd. West
Silver Spring, MD
(39.020726, -77.014326)"
Sole Proprietorship,,Ben Green Auto & Truck Repair,12715 Weiss Street,,Rockville,MD,20853,(301) 941-4847,1,,,,,,,05/19/1995,05/19/1998,95-MT-000523,"12715 Weiss Street
Rockville, MD 20853
(39.065148, -77.093757)"
Corporation,The Rockmont Motor Company,Ourisman Rockmont Chevrolet,807 Rockville Pike,,Rockville,MD,20852,(301) 424-5900,3,,,,,,,11/09/2022,11/09/2025,21-MT-011923,"807 Rockville Pike
Rockville, MD 20852
(39.07586, -77.13784)"
Corporation,"Takoma Auto Clinic, Inc.",Takoma Auto Clinic,7221 Carroll Avenue,,Takoma Park,MD,20912,(301) 270-1772,0,,,,,,,10/08/2021,10/08/2024,15-MT-000461,"7221 Carroll Avenue
Takoma Park, MD 20912
(38.977944, -77.006959)"
Sole Proprietorship,,Shady Grove Amoco,16210 South Frederick Avenue,,Gaithersburg,MD,20877,(301) 926-2661,0,,,,,,,09/13/2001,03/03/2003,01-MT-001089,"16210 South Frederick Avenue
Gaithersburg, MD 20877
(39.121408, -77.17606)"
Corporation,"The Tint Shop, LLC",The Tint Shop,15919 Frederick Road,,Rockville,MD,,(301) 670-8552,0,,,,,,,08/07/2006,08/07/2009,06-MT-001279,"15919 Frederick Road
Rockville, MD
(39.116476, -77.167507)"
Sole Proprietorship,,T.W. Automotive Service,106 England Terrace,,Rockville,MD,20850,(301) 545-2144,0,,,,,,,02/23/2017,02/23/2020,17-MT-000489,"106 England Terrace
Rockville, MD 20850
(39.086619, -77.147469)"
Corporation,"Damascus Cedar Grove Automotive Svce. Ct., LLC",Damascus Cedar Grove Automotive Svce. Ct.,"10001 Lewis Drive, Suite D-F-G",,Damascus,MD,,(301) 253-1480,1,,,,,,,07/21/2010,07/21/2013,10-MT-001310,"10001 Lewis Drive, Suite D-F-G
Damascus, MD
(39.290612, -77.206724)"
Corporation,"Melvin's Truck Repair and Fleet Service, LLC","Melvin's Truck Repair and Fleet Service, LLC",7571 Lindbergh Drive,,Gaithersburg,MD,,(301) 330-6070,0,,,,,,,06/06/2013,06/06/2014,13-MT-001591,"7571 Lindbergh Drive
Gaithersburg, MD
(39.166038, -77.153158)"
Corporation,FG1 Auto Body Inc.,FG1 Auto Body Inc.,936 Sligo Ave,,Silver Spring,MD,20910,(240) 431-3096,1,,,,,,,11/14/2022,11/14/2025,18-MT-002497,"936 Sligo Ave
Silver Spring, MD 20910
(38.99022, -77.02506)"
Corporation,"Safelite Fulfillment, Inc.",Safelite Auto Glass #6100,9255 Berger Road. Suite. 110,,Columbia,MD,,,0,,,,,,,09/23/2008,09/23/2011,08-MT-001707,"9255 Berger Road. Suite. 110
Columbia, MD
(39.176472, -76.832371)"
Corporation,"A.C.M., Inc.",Rockville Texaco,369 Hungerford Drive,,Rockville,MD,,(301) 762-4144,0,,,,,,,05/26/2001,04/05/2004,01-MT-000069,"369 Hungerford Drive
Rockville, MD
(39.087129, -77.149736)"
Corporation,"Gude Auto Care, Inc.",Gude Auto Care,1633 EAST GUDE DR,,ROCKVILLE,MD,20850,(301) 279-0018,0,,,,,,,11/08/2022,11/08/2025,21-MT-011916,"1633 EAST GUDE DR
ROCKVILLE, MD 20850
(39.09315, -77.13174)"
Corporation,Armstrong Tire & Accessory Corp.,Atco Tire Service,21419 Laytonsville Rd. Box 5098,,Laytonsville,MD,,(301) 948-1900,0,,,,,,,02/26/2000,05/12/2000,00-MT-000389,"21419 Laytonsville Rd. Box 5098
Laytonsville, MD
(39.208252, -77.141664)"
Corporation,"Santos & Sons, Inc.",In & Out Autobody,664 Lofstrand Lane,,Rockville,MD,,(301) 340-0393,0,,,,,,,04/18/2018,04/18/2021,18-MT-000939,"664 Lofstrand Lane
Rockville, MD
(39.094692, -77.137455)"
Sole Proprietorship,,Rockville Auto Clean & Prep,330-O North Stonestreet Avenue,,Rockville,MD,20850,(301) 251-5153,0,,,,,,,02/20/2005,02/20/2008,05-MT-000757,"330-O North Stonestreet Avenue
Rockville, MD 20850
(39.089625, -77.148743)"
Corporation,"Obsession Motorsports, Inc.",Obsession Motorsports,1400-B Rockville Pike,,Rockville,MD,20852,(301) 354-0253,0,,,,,,,10/12/2017,10/12/2020,13-MT-001542,"1400-B Rockville Pike
Rockville, MD 20852
(39.067396, -77.128557)"
Corporation,"Excluservice Towing & Parking Management, Inc.",Motorsport,2739-E Garfield Avenue,,Silver Spring,MD,,(301) 370-0687,0,,,,,,,05/20/1999,05/20/2002,99-MT-001018,"2739-E Garfield Avenue
Silver Spring, MD
(39.001854, -77.056545)"
Sole Proprietorship,,Sam Haddad Tow,13053 Thyme Court,,Germantown,MD,20876,(301) 972-7616,0,,,,,,,01/24/1996,01/24/1999,96-MT-001898,"13053 Thyme Court
Germantown, MD 20876
(39.163475, -77.270185)"
Corporation,"Magic Blend, Inc.","Magic Blend, Inc.",314 North Stonestreet Avenue,,Rockville,MD,,(301) 838-8636,0,,,,,,,04/21/2005,03/22/2007,05-MT-001373,"314 North Stonestreet Avenue
Rockville, MD
(39.088553, -77.14828)"
Sole Proprietorship,,Shady Grove Auto Repair,16210 S. Frederick Avenue,,Gaithersburg,MD,20877,(301) 926-2661,0,,,,,,,03/03/2004,01/26/2005,04-MT-001287,"16210 S. Frederick Avenue
Gaithersburg, MD 20877
(39.121408, -77.17606)"
Corporation,"Premier Automotive, Inc.",Dr. Motorworx,8810-12 Monard Drive,,Silver Spring,MD,,(301) 608-8139,2,,,,,,,08/23/1997,08/23/2000,97-MT-000150,"8810-12 Monard Drive
Silver Spring, MD
(39.00016, -77.05877)"
Sole Proprietorship,,Toro Towing,13544 Winterspoon Lane,,Germantown,MD,20874,(301) 661-5635,0,,,,,,,02/18/2009,02/18/2010,09-MT-001727,"13544 Winterspoon Lane
Germantown, MD 20874
(39.181625, -77.280863)"
Sole Proprietorship,,Elite Auto Glass,4817-B Mussetter Road,,Ijamsville,MD,21754,(301) 717-2587,0,,,,,,,01/08/2000,01/08/2003,00-MT-001097,"4817-B Mussetter Road
Ijamsville, MD 21754
(39.366718, -77.317063)"
Corporation,"Pembroke Service Center, Inc.","Pembroke Service Center, Inc.",3831-D Plyers Mill Road,,Kensington,MD,,(301) 933-1193,0,,,,,,,03/18/1997,03/18/2000,97-MT-000945,"3831-D Plyers Mill Road
Kensington, MD
(39.02964, -77.076857)"
Corporation,"Afewerki Motors, Inc.",AK Motors,947 Selim Road,,Silver Spring,MD,20910,(301) 585-2700,0,,,,,,,03/23/2023,03/23/2024,13-MT-000721,"947 Selim Road
Silver Spring, MD 20910
(38.98875, -77.02577)"
Sole Proprietorship,,J & D Express Towing,349 Howard Avenue,,Rockville,MD,20850,(301) 252-8568,0,,,,,,,08/14/2007,08/14/2010,07-MT-001589,"349 Howard Avenue
Rockville, MD 20850
(39.090731, -77.144464)"
Corporation,"General Automotive Servicenter, Inc.",General Automotive Servicenter,7631 D Airpark Road,,Gaithersburg,MD,20879,(301) 926-4600,0,,,,,,,04/12/2023,04/12/2026,22-MT-013094,"7631 D Airpark Road
Gaithersburg, MD 20879
(39.17037, -77.15614)"
Sole Proprietorship,,Acute Automotive,18721 Pintail Lane,,Gaithersburg,MD,20879,(301) 675-8738,0,,,,,,,02/27/2002,03/15/2002,02-MT-001208,"18721 Pintail Lane
Gaithersburg, MD 20879
(39.164336, -77.185179)"
Corporation,"Morgan Tire & Auto, Inc.","Tires Plus, #8057",8509 Grovemont Circle,,Gaithersburg,MD,,(301) 948-1090,1,,,,,,,01/23/2008,01/23/2011,08-MT-000122,"8509 Grovemont Circle
Gaithersburg, MD
(39.128196, -77.176138)"
Corporation,Bel Pre Car Repair,Bel Pre Car Repair,100 N Stonestreet Avenue,,Rockville,MD,,(301) 919-6045,0,,,,,,,10/17/2016,10/17/2019,16-MT-002009,"100 N Stonestreet Avenue
Rockville, MD
(39.086028, -77.147099)"
Corporation,"AK Cycles, LLC","AK Cycles, LLC",8637 Ziggy Lane,,Gaithersburg,MD,20877,(240) 583-0469,0,,,,,,,05/16/2022,05/16/2025,18-MT-002369,"8637 Ziggy Lane
Gaithersburg, MD 20877
(39.130222, -77.176388)"
Corporation,"Good Time Ol'Fashion Service, Inc.",AutoServ,2401 University Blvd. W.,,Wheaton,MD,,(301) 949-0400,1,,,,,,,04/02/2010,04/02/2013,10-MT-000216,"2401 University Blvd. W.
Wheaton, MD
(39.041667, -77.050598)"
Corporation,"Collars Enterprises, Inc.",Jay's Woodmoor Amoco,10144 Colesville Road,,Silver Spring,MD,,(301) 593-5471,1,,,,,,,04/17/1994,02/17/2006,94-MT-000038,"10144 Colesville Road
Silver Spring, MD
(39.021371, -77.012151)"
Sole Proprietorship,,Diversified Recovery,12527 Parklawn Drive,,Rockville,MD,20695,(301) 881-8035,0,12527 Parklawn Drive,,Rockville,MD,20852,(301) 881-8035,01/30/2023,01/30/2026,17-MT-002029,"12527 Parklawn Drive
Rockville, MD 20695
(39.06181, -77.1177)"
Corporation,"RMA Halpine Station, Inc.",RMA Halpine Station,1910 Rockville Pike,,Rockville,MD,20852,(301) 881-8646,0,,,,,,,01/19/2023,01/19/2026,22-MT-012992,"1910 Rockville Pike
Rockville, MD 20852
(39.05846, -77.12018)"
Corporation,Anan Corporation,College Plaza Exxon,15211 Frederick Road,,Rockville,MD,20850,(301) 279-5966,0,,,,,,,10/18/2017,10/18/2020,17-MT-002119,"15211 Frederick Road
Rockville, MD 20850
(39.105856, -77.157794)"
Sole Proprietorship,,SJV Towing,5002 55th Avenue,,Hyattsville,MD,20781,(240) 876-6541,0,,,,,,,01/04/2017,01/04/2020,17-MT-002021,"5002 55th Avenue
Hyattsville, MD 20781
(38.947738, -76.922833)"
Corporation,"Magos Auto Services, LLC","Magos Auto Services, LLC","7410 Westmore Road, Gate 11",,Rockville,MD,,(301) 545-0882,0,,,,,,,06/28/2013,06/28/2016,13-MT-001986,"7410 Westmore Road, Gate 11
Rockville, MD
(39.099398, -77.151747)"
Corporation,"Auto Care Garage, LLC",Auto Care Garage,"19209 Chennault Way, Suite H",,Gaithersburg,MD,20879-4786,(301) 963-4098,0,,,,,,,08/11/2016,08/11/2017,16-MT-002161,"19209 Chennault Way, Suite H
Gaithersburg, MD 20879-4786
(39.171104, -77.157002)"
Corporation,"Prestige Autobody, Inc.",Prestige Autobody,"9200 Talbot Avenue, Unit C",,Silver Spring,MD,,(301) 562-9200,0,,,,,,,06/18/2009,06/18/2010,09-MT-001744,"9200 Talbot Avenue, Unit C
Silver Spring, MD
(39.00481, -77.049421)"
Corporation,"DSF, Inc.",Beltway Shell Auto Care,9510 Georgia Avenue,,Silver Spring,MD,,(301) 585-2858,3,,,,,,,03/14/2004,03/15/2007,04-MT-000067,"9510 Georgia Avenue
Silver Spring, MD
(39.010811, -77.041029)"
Sole Proprietorship,,United Auto Glass,1229 Knoll Mist Lane,,Gaithersburg,MD,20879,(240) 898-5236,0,,,,,,,07/19/2015,07/19/2018,15-MT-001210,"1229 Knoll Mist Lane
Gaithersburg, MD 20879
(39.164194, -77.216234)"
